Row No.,Sale Date,Sale Type,Digital,Customer ID,ZipCode,Shipping Method,Product,Variant,Quantity,Price,Product Price
3153,19/12/2022,,Online - Website,500,,Standard Delivery,Spaghetti,500,1,5.9,5.9
3154,22/12/2022,,Online - Website,509,510135,Standard Delivery,Porcini and truffle tapenade (spread),80,4,14.9,59.6
3155,22/12/2022,,Online - Website,509,510135,Standard Delivery,Tartufata Sauce (truffle sauce) ,80,4,14.9,59.6
3156,22/12/2022,,Online - Website,509,510135,Standard Delivery,Organic Bio/Olio,500,1,16.9,16.9
3157,22/12/2022,,Online - Website,509,510135,Standard Delivery,Truffle oil,250,1,12.9,12.9
3158,22/12/2022,,Online - Website,509,510135,Standard Delivery,Garlic and Rosemary oil,250,1,11.9,11.9
3159,22/12/2022,,Online - Website,509,510135,Standard Delivery,Basil oil,250,1,11.9,11.9
3160,22/12/2022,,Online - Website,512,510415,Standard Delivery,Nobile Marasca bottle,750,4,18.9,75.6
3161,22/12/2022,,Online - Website,512,510415,Standard Delivery,Nobile Marasca bottle,750,2,18.9,37.8
3162,22/12/2022,,Online - Website,512,510415,Standard Delivery,Tartufata Sauce (truffle sauce) ,80,1,14.9,14.9
3163,22/12/2022,,Online - Website,512,510415,Standard Delivery,Penne,500,1,5.9,5.9
3164,28/12/2022,,Online - Website,462,286763,Standard Delivery,Nobile,5000,1,109,109
3165,28/12/2022,,Online - Website,462,286763,Standard Delivery,Paccheri,500,1,6.9,6.9
3166,28/12/2022,,Online - Website,462,286763,Standard Delivery,Lemon oil,100,1,5.9,5.9
3167,03/01/2023,,Online - Website,16,670173,Standard Delivery,Nobile,5000,2,109,218
3168,03/01/2023,,Online - Website,16,670173,Standard Delivery,Spaghetti,500,1,5.9,5.9
3169,03/01/2023,,Online - Website,16,670173,Standard Delivery,Tartufata Sauce (truffle sauce) ,80,1,14.9,14.9
3170,03/01/2023,,Online - Website,513,683818,Standard Delivery,Gentile,1000,2,22.9,45.8
3171,03/01/2023,,Online - Website,513,683818,Standard Delivery,Organic Bio/Olio,100,1,5.9,5.9
3172,03/01/2023,,Online - Website,513,683818,Standard Delivery,Spaghetti,500,1,5.9,5.9
3173,04/01/2023,,Online - Website,514,486350,Standard Delivery,Truffle oil,250,10,12.9,129
3174,06/01/2023,,Online - Website,515,277451,Standard Delivery,Porcini and truffle tapenade (spread),80,1,14.9,14.9
3175,06/01/2023,,Online - Website,515,277451,Standard Delivery,Garlic and Rosemary oil,250,1,11.9,11.9
3176,06/01/2023,,Online - Website,515,277451,Standard Delivery,Gift box 3x100 ml,2021,1,19.9,19.9
3177,12/01/2023,,Online - Website,516,657990,Standard Delivery,Nobile Marasca bottle,750,1,18.9,18.9
3178,12/01/2023,,Online - Website,516,657990,Standard Delivery,Modena IGP Balsamic Vinegar,250,1,17.9,17.9
3179,12/01/2023,,Online - Website,516,657990,Standard Delivery,Spaghetti,500,1,5.9,5.9
3180,13/01/2023,,Online - Website,517,165026,Standard Delivery,Ceramic Jar (Bio/olio),250,1,29.9,29.9
3181,13/01/2023,,Online - Website,517,165026,Standard Delivery,Gift box 3x100 ml,2021,1,19.9,19.9
3182,13/01/2023,,Online - Website,517,165026,Standard Delivery,Elicoidali,500,1,5.9,5.9
3183,16/01/2023,,Online - Website,518,519933,Standard Delivery,Nobile Fiorentina bottle,750,1,19.9,19.9
3184,16/01/2023,,Online - Website,518,519933,Standard Delivery,Truffle oil,100,1,7.9,7.9
3185,16/01/2023,,Online - Website,518,519933,Standard Delivery,Tartufata Sauce (truffle sauce) ,80,1,14.9,14.9
3186,16/01/2023,,Online - Website,518,519933,Standard Delivery,Linguine,500,1,5.9,5.9
3187,16/01/2023,,Online - Website,518,519933,Standard Delivery,Paccheri,500,1,6.9,6.9
3188,16/01/2023,,Online - Website,518,519933,Standard Delivery,Fiorentini,50,1,5.9,5.9
3189,16/01/2023,,Online - Website,518,519933,Standard Delivery,Lemon oil,100,1,5.9,5.9
3190,17/01/2023,,Online - Website,167,249441,Standard Delivery,Nobile,5000,1,109,109
3191,17/01/2023,,Online - Website,167,249441,Standard Delivery,Spaghetti,500,1,5.9,5.9
3192,17/01/2023,,Online - Website,167,249441,Standard Delivery,Tartufata Sauce (truffle sauce) ,80,1,14.9,14.9
3193,17/01/2023,,Online - Website,519,311101,Standard Delivery,Truffle oil,250,1,12.9,12.9
3194,25/01/2023,,Online - Website,104,457398,Standard Delivery,Nobile Marasca bottle,750,1,18.9,18.9
3195,25/01/2023,,Online - Website,104,457398,Standard Delivery,Modena IGP Balsamic Vinegar,250,2,17.9,35.8
3196,25/01/2023,,Online - Website,104,457398,Standard Delivery,Gentile,1000,1,22.9,22.9
3197,25/01/2023,,Online - Website,104,457398,Standard Delivery,Lemon oil,250,2,11.9,23.8
3198,25/01/2023,,Online - Website,104,457398,Standard Delivery,Garlic and Rosemary oil,250,2,11.9,23.8
3199,25/01/2023,,Online - Website,104,457398,Standard Delivery,Basil oil,250,2,11.9,23.8
3200,25/01/2023,,Online - Website,104,457398,Standard Delivery,Linguine,500,1,5.9,5.9
3201,25/01/2023,,Online - Website,104,457398,Standard Delivery,Porcini and truffle tapenade (spread),80,1,14.9,14.9
3202,26/01/2023,,Online - Website,520,229658,Standard Delivery,Nobile,5000,1,109,109
3203,26/01/2023,,Online - Website,520,229658,Standard Delivery,Linguine,500,1,5.9,5.9
3204,26/01/2023,,Online - Website,520,229658,Standard Delivery,Porcini and truffle tapenade (spread),80,1,14.9,14.9
3205,30/01/2023,,Online - Website,2,119224,Standard Delivery,Modena IGP Balsamic Vinegar,250,1,17.9,17.9
3206,30/01/2023,,Online - Website,2,119224,Standard Delivery,Fiorentini,50,5,5.9,29.5
3207,30/01/2023,,Online - Website,2,119224,Standard Delivery,Linguine,500,3,5.9,17.7
3208,30/01/2023,,Online - Website,2,119224,Standard Delivery,Linguine,500,2,5.9,11.8
3209,30/01/2023,,Online - Website,2,119224,Standard Delivery,Gnocchi sardi,500,2,5.9,11.8
3210,30/01/2023,,Online - Website,2,119224,Standard Delivery,Nobile,5000,1,109,109
3211,30/01/2023,,Online - Website,2,119224,Standard Delivery,Garlic and Rosemary oil,100,1,5.9,5.9
3212,30/01/2023,,Online - Website,2,119224,Standard Delivery,Basil oil,100,1,5.9,5.9
3213,30/01/2023,,Online - Website,2,119224,Standard Delivery,Truffle oil,100,1,7.9,7.9
3214,30/01/2023,,Online - Website,2,119224,Standard Delivery,Lemon oil,100,1,5.9,5.9
3215,30/01/2023,,Online - Website,2,119224,Standard Delivery,Chili oil,100,1,5.9,5.9
3216,30/01/2023,,Online - Website,408,298190,Standard Delivery,Nobile,5000,1,109,109
3217,30/01/2023,,Online - Website,408,298190,Standard Delivery,Truffle oil,250,2,12.9,25.8
3218,30/01/2023,,Online - Website,408,298190,Standard Delivery,Porcini and truffle tapenade (spread),80,1,14.9,14.9
3219,30/01/2023,,Online - Website,408,298190,Standard Delivery,Fiorentini,50,1,5.9,5.9
3220,30/01/2023,,Online - Website,408,298190,Standard Delivery,Gnocchi sardi,500,1,5.9,5.9
3221,01/02/2023,,Online - Website,82,239403,Standard Delivery,Nobile,5000,1,109,109
3222,01/02/2023,,Online - Website,82,239403,Standard Delivery,Gentile,1000,1,22.9,22.9
3223,01/02/2023,,Online - Website,82,239403,Standard Delivery,Basil oil,250,1,11.9,11.9
3224,01/02/2023,,Online - Website,82,239403,Standard Delivery,Porcini and truffle tapenade (spread),80,1,14.9,14.9
3225,01/02/2023,,Online - Website,82,239403,Standard Delivery,Lemon oil,100,1,5.9,5.9
3226,01/02/2023,,Online - Website,82,239403,Standard Delivery,Gnocchi sardi,500,1,5.9,5.9
3227,01/02/2023,,Online - Website,8,238274,Standard Delivery,Gentile,1000,2,22.9,45.8
3228,01/02/2023,,Online - Website,8,238274,Standard Delivery,Organic Bio/Olio,500,2,16.9,33.8
3229,01/02/2023,,Online - Website,8,238274,Standard Delivery,Lemon oil,250,2,11.9,23.8
3230,01/02/2023,,Online - Website,8,238274,Standard Delivery,Porcini and truffle tapenade (spread),80,1,14.9,14.9
3231,01/02/2023,,Online - Website,8,238274,Standard Delivery,Spaghetti,500,1,5.9,5.9
3232,01/02/2023,,Online - Website,521,239949,Standard Delivery,Gentile,1000,1,22.9,22.9
3233,01/02/2023,,Online - Website,521,239949,Standard Delivery,Organic Bio/Olio,500,1,16.9,16.9
3234,01/02/2023,,Online - Website,521,239949,Standard Delivery,Lemon oil,100,1,5.9,5.9
3235,01/02/2023,,Online - Website,521,239949,Standard Delivery,Spaghetti,500,1,5.9,5.9
3236,06/02/2023,,Online - Website,2,534077,Standard Delivery,Linguine,500,4,5.9,23.6
3237,06/02/2023,,Online - Website,2,534077,Standard Delivery,Penne,500,3,5.9,17.7
3238,06/02/2023,,Online - Website,2,534077,Standard Delivery,Gnocchi sardi,500,2,5.9,11.8
3239,06/02/2023,,Online - Website,2,534077,Standard Delivery,Fiorentini,50,5,5.9,29.5
3240,06/02/2023,,Online - Website,2,534077,Standard Delivery,Fiorentini,50,5,5.9,29.5
3241,06/02/2023,,Online - Website,522,163078,Standard Delivery,Nobile Fiorentina bottle,750,2,19.9,39.8
3242,06/02/2023,,Online - Website,522,163078,Standard Delivery,Organic Bio/Olio,500,1,16.9,16.9
3243,06/02/2023,,Online - Website,522,163078,Standard Delivery,Fiorentini,50,2,5.9,11.8
3244,06/02/2023,,Online - Website,522,163078,Standard Delivery,Fiorentini,50,2,5.9,11.8
3245,07/02/2023,,Online - Website,523,588658,Standard Delivery,Carpaccio Summer Truffle Slices,80,1,32.9,32.9
3246,07/02/2023,,Online - Website,523,588658,Standard Delivery,Fiorentini,50,1,5.9,5.9
3247,09/02/2023,,Online - Website,524,486350,Standard Delivery,Truffle oil,250,12,12.9,154.8
3248,09/02/2023,,Online - Website,525,239620,Standard Delivery,Nobile,5000,1,109,109
3249,09/02/2023,,Online - Website,525,239620,Standard Delivery,Gnocchi sardi,500,1,5.9,5.9
3250,09/02/2023,,Online - Website,525,239620,Standard Delivery,Fiorentini,50,1,5.9,5.9
3251,09/02/2023,,Online - Website,525,239620,Standard Delivery,Fiorentini,50,1,5.9,5.9
3252,14/02/2023,,Online - Website,524,486350,Standard Delivery,Truffle oil,250,11,12.9,141.9
3253,20/02/2023,,Online - Website,344,408969,Standard Delivery,Nobile,5000,1,109,109
3254,20/02/2023,,Online - Website,344,408969,Standard Delivery,San Marzano,400,4,6.9,27.6
3255,20/02/2023,,Online - Website,344,408969,Standard Delivery,Paccheri,500,1,6.9,6.9
3256,20/02/2023,,Online - Website,344,408969,Standard Delivery,Tortiglioni,500,1,5.9,5.9
3257,20/02/2023,,Online - Website,344,408969,Standard Delivery,Chili oil,100,1,5.9,5.9
3258,20/02/2023,,Online - Website,344,408969,Standard Delivery,Garlic and Rosemary oil,100,1,5.9,5.9
3259,20/02/2023,,Online - Website,344,408969,Standard Delivery,Porcini and truffle tapenade (spread),80,1,14.9,14.9
3260,20/02/2023,,Online - Website,344,408969,Standard Delivery,Fiorentini,50,2,5.9,11.8
3261,20/02/2023,,Online - Website,344,408969,Standard Delivery,Fiorentini,50,2,5.9,11.8
3262,24/02/2023,,Online - Website,526,542267,Standard Delivery,Porcini and truffle tapenade (spread),80,1,14.9,14.9
3263,24/02/2023,,Online - Website,526,542267,Standard Delivery,Fiorentini,50,1,5.9,5.9
3264,27/02/2023,,Online - Website,486,,Standard Delivery,Nobile,5000,6,109,654
3265,27/02/2023,,Online - Website,486,,Standard Delivery,Truffle oil,100,1,7.9,7.9
3266,27/02/2023,,Online - Website,486,,Standard Delivery,Basil oil,100,1,5.9,5.9
3267,27/02/2023,,Online - Website,486,,Standard Delivery,Lemon oil,100,1,5.9,5.9
3268,27/02/2023,,Online - Website,486,,Standard Delivery,Garlic and Rosemary oil,100,1,5.9,5.9
3269,27/02/2023,,Online - Website,486,,Standard Delivery,Linguine,500,1,5.9,5.9
3270,27/02/2023,,Online - Website,486,,Standard Delivery,Spaghetti,500,1,5.9,5.9
3271,27/02/2023,,Online - Website,486,,Standard Delivery,Porcini and truffle tapenade (spread),80,1,14.9,14.9
3272,27/02/2023,,Online - Website,486,,Standard Delivery,Carpaccio Summer Truffle Slices,80,1,32.9,32.9
3273,01/03/2023,,Online - Website,488,536179,Standard Delivery,Garlic and Rosemary oil,250,5,11.9,59.5
3274,01/03/2023,,Online - Website,488,536179,Standard Delivery,Lemon oil,250,1,11.9,11.9
3275,02/03/2023,,Online - Website,527,120605,Standard Delivery,Gentile,1000,1,22.9,22.9
3276,02/03/2023,,Online - Website,527,120605,Standard Delivery,Gentile,1000,1,22.9,22.9
3277,02/03/2023,,Online - Website,527,120605,Standard Delivery,Nobile Marasca bottle,750,1,18.9,18.9
3278,02/03/2023,,Online - Website,527,120605,Standard Delivery,Spaghetti,500,1,5.9,5.9
3279,02/03/2023,,Online - Website,527,120605,Standard Delivery,Puttanesca,250,1,8.9,8.9
3280,03/03/2023,,Online - Website,323,259954,Standard Delivery,Nobile,5000,1,109,109
3281,03/03/2023,,Online - Website,323,259954,Standard Delivery,Spaghetti,500,1,5.9,5.9
3282,03/03/2023,,Online - Website,323,259954,Standard Delivery,Whole Truffle,30,1,22.9,22.9
3283,03/03/2023,,Online - Website,323,259954,Standard Delivery,Fiorentini,50,2,5.9,11.8
3284,03/03/2023,,Online - Website,189,307945,Standard Delivery,Nobile,5000,1,109,109
3285,03/03/2023,,Online - Website,189,307945,Standard Delivery,Spaghetti,500,1,5.9,5.9
3286,03/03/2023,,Online - Website,189,307945,Standard Delivery,Whole Truffle,30,1,22.9,22.9
3287,03/03/2023,,Online - Website,189,307945,Standard Delivery,Fiorentini,50,2,5.9,11.8
3288,03/03/2023,,Online - Website,528,670545,Standard Delivery,Nobile Marasca bottle,750,3,18.9,56.7
3289,03/03/2023,,Online - Website,528,670545,Standard Delivery,Spaghetti,500,1,5.9,5.9
3290,03/03/2023,,Online - Website,528,670545,Standard Delivery,Fiorentini,50,2,5.9,11.8
3291,06/03/2023,,Online - Website,529,229239,Standard Delivery,Gift box 3x100 ml,2021,1,19.9,19.9
3292,06/03/2023,,Online - Website,529,229239,Standard Delivery,Nobile Marasca bottle,750,1,18.9,18.9
3293,06/03/2023,,Online - Website,529,229239,Standard Delivery,Gentile,1000,1,22.9,22.9
3294,06/03/2023,,Online - Website,529,229239,Standard Delivery,Porcini and truffle tapenade (spread),80,1,14.9,14.9
3295,06/03/2023,,Online - Website,529,229239,Standard Delivery,Paccheri,500,1,6.9,6.9
3296,06/03/2023,,Online - Website,529,229239,Standard Delivery,Gnocchi sardi,500,1,5.9,5.9
3297,06/03/2023,,Online - Website,529,229239,Standard Delivery,Tortiglioni,500,1,5.9,5.9
3298,06/03/2023,,Online - Website,529,229239,Standard Delivery,Whole Truffle,30,1,22.9,22.9
3299,06/03/2023,,Online - Website,529,229239,Standard Delivery,Fiorentini,50,2,5.9,11.8
3300,08/03/2023,,Online - Website,60,533886,Standard Delivery,Nobile,5000,1,109,109
3301,08/03/2023,,Online - Website,60,533886,Standard Delivery,Chili oil,100,1,5.9,5.9
3302,08/03/2023,,Online - Website,60,533886,Standard Delivery,Gift box 3x100 ml,2021,1,19.9,19.9
3303,08/03/2023,,Online - Website,60,533886,Standard Delivery,Whole Truffle,30,1,22.9,22.9
3304,08/03/2023,,Online - Website,60,533886,Standard Delivery,Penne,500,1,5.9,5.9
3305,08/03/2023,,Online - Website,60,533886,Standard Delivery,Paccheri,500,1,6.9,6.9
3306,08/03/2023,,Online - Website,60,533886,Standard Delivery,Fiorentini,50,4,5.9,23.6
3307,08/03/2023,,Online - Website,462,286763,Standard Delivery,Nobile,5000,1,109,109
3308,08/03/2023,,Online - Website,462,286763,Standard Delivery,Lemon oil,250,1,11.9,11.9
3309,08/03/2023,,Online - Website,462,286763,Standard Delivery,San Marzano,400,4,6.9,27.6
3310,08/03/2023,,Online - Website,462,286763,Standard Delivery,Datterino,400,2,6.5,13
3311,08/03/2023,,Online - Website,462,286763,Standard Delivery,Elicoidali,500,2,5.9,11.8
3312,08/03/2023,,Online - Website,462,286763,Standard Delivery,Whole Truffle,30,1,22.9,22.9
3313,08/03/2023,,Online - Website,462,286763,Standard Delivery,Millefiori,100,1,8.9,8.9
3314,08/03/2023,,Online - Website,462,286763,Standard Delivery,Fiorentini,50,2,5.9,11.8
3315,08/03/2023,,Online - Website,462,286763,Standard Delivery,Linguine,500,1,5.9,5.9
3316,10/03/2023,,Online - Website,530,269764,Standard Delivery,Nobile Fiorentina bottle,750,6,19.9,119.4
3317,10/03/2023,,Online - Website,530,269764,Standard Delivery,Tartufata Sauce (truffle sauce) ,80,1,14.9,14.9
3318,10/03/2023,,Online - Website,522,163078,Standard Delivery,Nobile Marasca bottle,750,1,18.9,18.9
3319,10/03/2023,,Online - Website,522,163078,Standard Delivery,Fiorentini,50,6,5.9,35.4
3320,10/03/2023,,Online - Website,522,163078,Standard Delivery,Linguine,500,1,5.9,5.9
3321,10/03/2023,,Online - Website,522,163078,Standard Delivery,Spaghetti,500,1,5.9,5.9
3322,10/03/2023,,Online - Website,522,163078,Standard Delivery,Penne,500,1,5.9,5.9
3323,13/03/2023,,Online - Website,305,258887,Standard Delivery,Nobile,5000,1,109,109
3324,13/03/2023,,Online - Website,305,258887,Standard Delivery,San Marzano,400,1,6.9,6.9
3325,13/03/2023,,Online - Website,305,258887,Standard Delivery,Datterino,400,1,6.5,6.5
3326,13/03/2023,,Online - Website,305,258887,Standard Delivery,Whole Truffle,30,1,22.9,22.9
3327,13/03/2023,,Online - Website,305,258887,Standard Delivery,Penne,500,1,5.9,5.9
3328,13/03/2023,,Online - Website,305,258887,Standard Delivery,Fiorentini,50,4,5.9,23.6
3329,14/03/2023,,Online - Website,520,229658,Standard Delivery,Nobile,5000,1,109,109
3330,14/03/2023,,Online - Website,520,229658,Standard Delivery,Whole Truffle,30,1,22.9,22.9
3331,14/03/2023,,Online - Website,520,229658,Standard Delivery,Spaghetti,500,1,5.9,5.9
3332,14/03/2023,,Online - Website,520,229658,Standard Delivery,Fiorentini,50,5,5.9,29.5
3333,14/03/2023,,Online - Website,172,101111,Standard Delivery,Nobile,5000,1,109,109
3334,14/03/2023,,Online - Website,172,101111,Standard Delivery,Lemon oil,100,1,5.9,5.9
3335,14/03/2023,,Online - Website,172,101111,Standard Delivery,Penne,500,1,5.9,5.9
3336,14/03/2023,,Online - Website,172,101111,Standard Delivery,Fiorentini,50,5,5.9,29.5
3337,14/03/2023,,Online - Website,76,98620,Standard Delivery,Nobile,5000,1,109,109
3338,14/03/2023,,Online - Website,76,98620,Standard Delivery,Modena IGP Balsamic Vinegar,250,1,17.9,17.9
3339,14/03/2023,,Online - Website,76,98620,Standard Delivery,Whole Truffle,30,1,22.9,22.9
3340,14/03/2023,,Online - Website,76,98620,Standard Delivery,Spaghetti,500,1,5.9,5.9
3341,14/03/2023,,Online - Website,76,98620,Standard Delivery,Lemon oil,100,1,5.9,5.9
3342,14/03/2023,,Online - Website,471,436916,Standard Delivery,Nobile Marasca bottle,750,2,18.9,37.8
3343,14/03/2023,,Online - Website,471,436916,Standard Delivery,Nobile Marasca bottle,750,1,18.9,18.9
3344,14/03/2023,,Online - Website,471,436916,Standard Delivery,Truffle oil,250,2,12.9,25.8
3345,14/03/2023,,Online - Website,471,436916,Standard Delivery,Spaghetti,500,1,5.9,5.9
3346,14/03/2023,,Online - Website,471,436916,Standard Delivery,Tartufata Sauce (truffle sauce) ,80,1,14.9,14.9
3347,14/03/2023,,Online - Website,524,486350,Standard Delivery,Truffle oil,250,12,12.9,154.8
3348,14/03/2023,,Online - Website,284,119224,Standard Delivery,Fiorentini,50,5,5.9,29.5
3349,21/03/2023,,Online - Website,531,73085,Standard Delivery,Chili oil,250,2,11.9,23.8
3350,21/03/2023,,Online - Website,531,73085,Standard Delivery,Nobile Marasca bottle,750,2,18.9,37.8
3351,21/03/2023,,Online - Website,531,73085,Standard Delivery,Basil oil,250,2,11.9,23.8
3352,24/03/2023,,Online - Website,300,279339,Standard Delivery,Nobile,5000,1,109,109
3353,24/03/2023,,Online - Website,300,279339,Standard Delivery,Whole Truffle,30,1,22.9,22.9
3354,24/03/2023,,Online - Website,300,279339,Standard Delivery,Spaghetti,500,1,5.9,5.9
3355,24/03/2023,,Online - Website,300,279339,Standard Delivery,Truffle oil,100,1,7.9,7.9
3356,24/03/2023,,Online - Website,532,271013,Standard Delivery,Nobile,5000,1,109,109
3357,24/03/2023,,Online - Website,532,271013,Standard Delivery,Whole Truffle,30,1,22.9,22.9
3358,24/03/2023,,Online - Website,532,271013,Standard Delivery,Truffle oil,100,1,7.9,7.9
3359,24/03/2023,,Online - Website,532,271013,Standard Delivery,Spaghetti,500,2,5.9,11.8
3360,24/03/2023,,Online - Website,532,271013,Standard Delivery,Linguine,500,2,5.9,11.8
3361,24/03/2023,,Online - Website,532,271013,Standard Delivery,Penne,500,2,5.9,11.8
3362,24/03/2023,,Online - Website,532,271013,Standard Delivery,Tortiglioni,500,2,5.9,11.8
3363,28/03/2023,,Online - Website,457,436928,Standard Delivery,Gentile,1000,2,22.9,45.8
3364,28/03/2023,,Online - Website,457,436928,Standard Delivery,Datterino,400,1,6.5,6.5
3365,28/03/2023,,Online - Website,457,436928,Standard Delivery,Whole Truffle,30,1,22.9,22.9
3366,28/03/2023,,Online - Website,457,436928,Standard Delivery,Spaghetti,500,1,5.9,5.9
3367,28/03/2023,,Online - Website,533,821413,Standard Delivery,Nobile,5000,1,109,109
3368,28/03/2023,,Online - Website,533,821413,Standard Delivery,Whole Truffle,30,1,22.9,22.9
3369,28/03/2023,,Online - Website,533,821413,Standard Delivery,Spaghetti,500,1,5.9,5.9
3370,28/03/2023,,Online - Website,247,597595,Standard Delivery,Gentile,1000,2,22.9,45.8
3371,28/03/2023,,Online - Website,247,597595,Standard Delivery,Whole Truffle,30,1,22.9,22.9
3372,28/03/2023,,Online - Website,458,506941,Standard Delivery,Tartufata Sauce (truffle sauce) ,80,1,14.9,14.9
3373,28/03/2023,,Online - Website,458,506941,Standard Delivery,Whole Truffle,30,1,22.9,22.9
3374,28/03/2023,,Online - Website,458,506941,Standard Delivery,Truffle oil,100,3,7.9,23.7
3375,28/03/2023,,Online - Website,458,506941,Standard Delivery,Elicoidali,500,1,5.9,5.9
3376,28/03/2023,,Online - Website,458,506941,Standard Delivery,Spaghetti,500,1,5.9,5.9
3377,28/03/2023,,Online - Website,458,506941,Standard Delivery,Linguine,500,1,5.9,5.9
3378,28/03/2023,,Online - Website,458,506941,Standard Delivery,Ceramic Jar (Bio/olio),250,1,29.9,29.9
3379,28/03/2023,,Online - Website,488,536179,Standard Delivery,Chili oil,250,5,11.9,59.5
3380,28/03/2023,,Online - Website,488,536179,Standard Delivery,Basil oil,250,1,11.9,11.9
3381,29/03/2023,,Online - Website,305,258887,Standard Delivery,San Marzano,400,4,6.9,27.6
3382,29/03/2023,,Online - Website,305,258887,Standard Delivery,Datterino,400,10,6.5,65
3383,29/03/2023,,Online - Website,305,258887,Standard Delivery,Puttanesca,250,1,8.9,8.9
3384,29/03/2023,,Online - Website,305,258887,Standard Delivery,Lemon oil,100,1,5.9,5.9
3385,29/03/2023,,Online - Website,305,258887,Standard Delivery,Linguine,500,1,5.9,5.9
3386,29/03/2023,,Online - Website,305,258887,Standard Delivery,Porcini and truffle tapenade (spread),80,1,14.9,14.9
3387,31/03/2023,,Online - Website,342,544630,Standard Delivery,Nobile Marasca bottle,750,4,18.9,75.6
3388,31/03/2023,,Online - Website,342,544630,Standard Delivery,Datterino,400,1,6.5,6.5
3389,31/03/2023,,Online - Website,342,544630,Standard Delivery,Linguine,500,1,5.9,5.9
3390,31/03/2023,,Online - Website,342,544630,Standard Delivery,Porcini and truffle tapenade (spread),80,1,14.9,14.9
3391,31/03/2023,,Online - Website,534,589662,Standard Delivery,Gentile,1000,2,22.9,45.8
3392,31/03/2023,,Online - Website,534,589662,Standard Delivery,Gentile,1000,3,22.9,68.7
3393,31/03/2023,,Online - Website,534,589662,Standard Delivery,Datterino,400,1,6.5,6.5
3394,31/03/2023,,Online - Website,534,589662,Standard Delivery,Linguine,500,1,5.9,5.9
3395,31/03/2023,,Online - Website,534,589662,Standard Delivery,Porcini and truffle tapenade (spread),80,1,14.9,14.9
3396,31/03/2023,,Online - Website,2,534077,Standard Delivery,Nobile Marasca bottle,750,1,18.9,18.9
3397,31/03/2023,,Online - Website,2,534077,Standard Delivery,Datterino,400,2,6.5,13
3398,31/03/2023,,Online - Website,2,534077,Standard Delivery,Gnocchi sardi,500,2,5.9,11.8
3399,31/03/2023,,Online - Website,2,534077,Standard Delivery,Linguine,500,2,5.9,11.8
3400,10/04/2023,,Online - Website,473,510415,Standard Delivery,Nobile Marasca bottle,750,6,18.9,113.4
3401,10/04/2023,,Online - Website,473,510415,Standard Delivery,Truffle oil,100,1,7.9,7.9
3402,10/04/2023,,Online - Website,473,510415,Standard Delivery,Spaghetti,500,1,5.9,5.9
3403,10/04/2023,,Online - Website,533,90039,Standard Delivery,Nobile,5000,1,109,109
3404,10/04/2023,,Online - Website,533,90039,Standard Delivery,Spaghetti,500,1,5.9,5.9
3405,10/04/2023,,Online - Website,533,90039,Standard Delivery,Tortiglioni,500,1,5.9,5.9
3406,10/04/2023,,Online - Website,533,90039,Standard Delivery,Linguine,500,1,5.9,5.9
3407,10/04/2023,,Online - Website,533,90039,Standard Delivery,Tartufata Sauce (truffle sauce) ,80,1,14.9,14.9
3408,10/04/2023,,Online - Website,16,670173,Standard Delivery,Nobile,5000,1,109,109
3409,10/04/2023,,Online - Website,16,670173,Standard Delivery,Spaghetti,500,1,5.9,5.9
3410,14/04/2023,,Online - Website,16,670173,Standard Delivery,Nobile Fiorentina bottle,750,1,19.9,19.9
3411,18/04/2023,,Online - Website,316,824106,Standard Delivery,Nobile,5000,1,109,109
3412,18/04/2023,,Online - Website,316,824106,Standard Delivery,Tartufata Sauce (truffle sauce) ,80,1,14.9,14.9
3413,18/04/2023,,Online - Website,316,824106,Standard Delivery,Carpaccio Summer Truffle Slices,80,1,32.9,32.9
3414,18/04/2023,,Online - Website,316,824106,Standard Delivery,Paccheri,500,1,6.9,6.9
3415,18/04/2023,,Online - Website,316,824106,Standard Delivery,Lemon oil,100,1,5.9,5.9
3416,18/04/2023,,Online - Website,513,683818,Standard Delivery,Gentile,1000,2,22.9,45.8
3417,18/04/2023,,Online - Website,513,683818,Standard Delivery,Organic Bio/Olio,100,1,5.9,5.9
3418,18/04/2023,,Online - Website,513,683818,Standard Delivery,Tortiglioni,500,1,5.9,5.9
3419,24/04/2023,,Online - Website,524,486350,Standard Delivery,Truffle oil,250,12,12.9,154.8
3420,27/04/2023,,Online - Website,535,550119,Standard Delivery,Nobile Marasca bottle,750,3,18.9,56.7
3421,27/04/2023,,Online - Website,535,550119,Standard Delivery,Paccheri,500,1,6.9,6.9
3422,27/04/2023,,Online - Website,535,550119,Standard Delivery,San Marzano,400,1,6.9,6.9
3423,27/04/2023,,Online - Website,535,550119,Standard Delivery,Spaghetti,500,1,5.9,5.9
3424,27/04/2023,,Online - Website,535,550119,Standard Delivery,Truffle oil,100,1,7.9,7.9
3425,27/04/2023,,Online - Website,535,550119,Standard Delivery,Garlic and Rosemary oil,100,1,5.9,5.9
3426,27/04/2023,,Online - Website,343,239620,Standard Delivery,Nobile,5000,1,109,109
3427,27/04/2023,,Online - Website,343,239620,Standard Delivery,Carpaccio Summer Truffle Slices,80,1,32.9,32.9
3428,27/04/2023,,Online - Website,343,239620,Standard Delivery,Tortiglioni,500,1,5.9,5.9
3429,27/04/2023,,Online - Website,536,207855,Standard Delivery,Nobile,5000,1,109,109
